Leg,Pool,Right Fencer,Score1,Score2,Left Fencer
1,pool3,JUNIA ELEINA MARGUERITE,V5,D3,VILLAPANDO JHOLAN
1,pool3,RAGOT MICHELLE,D3,V5,TRINIDAD SOLANA MAYUMI
1,pool3,HARRISON ASHLEY MAE MICHELLE,D3,V5,VILLAPANDO JHOLAN
1,pool3,MANAOIS IRISH,V5,D0,RAGOT MICHELLE
1,pool3,TRINIDAD SOLANA MAYUMI,D3,V5,JUNIA ELEINA MARGUERITE
1,pool3,RAGOT MICHELLE,D0,V5,HARRISON ASHLEY MAE MICHELLE
1,pool3,TRINIDAD SOLANA MAYUMI,D3,V5,VILLAPANDO JHOLAN
1,pool3,JUNIA ELEINA MARGUERITE,D4,V5,MANAOIS IRISH
1,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D1,TRINIDAD SOLANA MAYUMI
1,pool3,RAGOT MICHELLE,V5,D3,JUNIA ELEINA MARGUERITE
1,pool3,MANAOIS IRISH,D0,V5,VILLAPANDO JHOLAN
1,pool4,FELICIANO SUMMER LUCINE,V4,D3,DELA CRUZ CHIARA MICHAELA
1,pool4,BUSTOS MICKYLE REIN,V5,D3,BERNABE FRANCESCA BETTINA
1,pool4,NORO NAMI,D4,V5,MATIAS ANDREA JENNELLE
1,pool4,BERNABE FRANCESCA BETTINA,D2,V5,FELICIANO SUMMER LUCINE
1,pool4,DELA CRUZ CHIARA MICHAELA,D2,V5,NORO NAMI
1,pool4,MATIAS ANDREA JENNELLE,V5,D3,BUSTOS MICKYLE REIN
1,pool4,FELICIANO SUMMER LUCINE,D1,V5,NORO NAMI
1,pool4,BERNABE FRANCESCA BETTINA,D4,V5,MATIAS ANDREA JENNELLE
1,pool4,BUSTOS MICKYLE REIN,V5,D3,DELA CRUZ CHIARA MICHAELA
1,pool4,MATIAS ANDREA JENNELLE,V5,D4,FELICIANO SUMMER LUCINE
1,pool4,NORO NAMI,D2,V5,BUSTOS MICKYLE REIN
1,pool4,DELA CRUZ CHIARA MICHAELA,D3,V5,BERNABE FRANCESCA BETTINA
1,pool4,FELICIANO SUMMER LUCINE,D1,V5,BUSTOS MICKYLE REIN
1,pool4,MATIAS ANDREA JENNELLE,V5,D3,DELA CRUZ CHIARA MICHAELA
1,pool4,BERNABE FRANCESCA BETTINA,V5,D3,NORO NAMI
1,pool5,DINOY IVY CLAIRE,V5,D1,TORRE PAPINA MARGUERITE
1,pool5,EDNILAG KRUPS KAYA,V5,D1,RODRIGUEZ ELOUISE NOELLE
1,pool5,CANLAS NINA DOMINIQUE,V5,D1,BELEN FRANCES CAMILLE
1,pool5,DINOY IVY CLAIRE,V5,D0,RODRIGUEZ ELOUISE NOELLE
1,pool5,TORRE PAPINA MARGUERITE,D2,V5,CANLAS NINA DOMINIQUE
1,pool5,BELEN FRANCES CAMILLE,V5,D3,EDNILAG KRUPS KAYA
1,pool5,DINOY IVY CLAIRE,D4,V5,CANLAS NINA DOMINIQUE
1,pool5,BELEN FRANCES CAMILLE,V5,D0,RODRIGUEZ ELOUISE NOELLE
1,pool5,EDNILAG KRUPS KAYA,V5,D2,TORRE PAPINA MARGUERITE
1,pool5,BELEN FRANCES CAMILLE,D4,V5,DINOY IVY CLAIRE
1,pool5,CANLAS NINA DOMINIQUE,V5,D4,EDNILAG KRUPS KAYA
1,pool5,TORRE PAPINA MARGUERITE,V5,D0,RODRIGUEZ ELOUISE NOELLE
1,pool5,DINOY IVY CLAIRE,V5,D2,EDNILAG KRUPS KAYA
1,pool5,BELEN FRANCES CAMILLE,D4,V5,TORRE PAPINA MARGUERITE
1,pool5,CANLAS NINA DOMINIQUE,V5,D0,RODRIGUEZ ELOUISE NOELLE
1,pool6,VERGARA CYRRA,V5,D2,GEPUELA CATHERINE THERESE
1,pool6,DELOS SANTOS JAYMI,V5,D2,UY JANA ANNIKA
1,pool6,GOMEZ JULIANA MA. BEATRICE,D3,V5,VERGARA CYRRA
1,pool6,GEPUELA CATHERINE THERESE,D2,V5,DELOS SANTOS JAYMI
1,pool6,GOMEZ JULIANA MA. BEATRICE,V5,D1,UY JANA ANNIKA
1,pool6,VERGARA CYRRA,V5,D2,DELOS SANTOS JAYMI
1,pool6,GEPUELA CATHERINE THERESE,D1,V5,GOMEZ JULIANA MA. BEATRICE
1,pool6,VERGARA CYRRA,V5,D3,UY JANA ANNIKA
1,pool6,DELOS SANTOS JAYMI,D4,V5,GOMEZ JULIANA MA. BEATRICE
1,pool6,GEPUELA CATHERINE THERESE,D2,V5,UY JANA ANNIKA
1,pool7,BALLESTEROS JULIANNA,V5,D4,SALVADOR IVANA
1,pool7,PALO AJ DREYFUS,D3,V5,RAFAEL GAY MARIE
1,pool7,RAGOT MIKAELA NICOLE,D0,V5,BALLESTEROS JULIANNA
1,pool7,PALO AJ DREYFUS,D0,V5,SALVADOR IVANA
1,pool7,RAGOT MIKAELA NICOLE,V5,D4,RAFAEL GAY MARIE
1,pool7,BALLESTEROS JULIANNA,V5,D1,PALO AJ DREYFUS
1,pool7,RAGOT MIKAELA NICOLE,D4,V5,SALVADOR IVANA
1,pool7,BALLESTEROS JULIANNA,V5,D3,RAFAEL GAY MARIE
1,pool7,PALO AJ DREYFUS,D0,V5,RAGOT MIKAELA NICOLE
1,pool7,RAFAEL GAY MARIE,D2,V5,SALVADOR IVANA
2,pool1,TAPALES ENDIRAJ MARGARET,D4,V5,VILLAPANDO JHOLAN
2,pool1,TRINIDAD SOLANA MAYUMI,V5,D1,SIA SARAH-INGRID AURELIA
2,pool1,ESPIRITU ISABELLE TONIGRACE,D0,V5,LARRAZABAL ALEXA
2,pool1,TAPALES ENDIRAJ MARGARET,V5,D4,UY JANA ANNIKA
2,pool1,SIA SARAH-INGRID AURELIA,D0,V5,VILLAPANDO JHOLAN
2,pool1,TRINIDAD SOLANA MAYUMI,V5,D2,ESPIRITU ISABELLE TONIGRACE
2,pool1,LARRAZABAL ALEXA,V5,D3,UY JANA ANNIKA
2,pool1,SIA SARAH-INGRID AURELIA,D3,V5,TAPALES ENDIRAJ MARGARET
2,pool1,ESPIRITU ISABELLE TONIGRACE,D2,V5,VILLAPANDO JHOLAN
2,pool1,LARRAZABAL ALEXA,V5,D3,TRINIDAD SOLANA MAYUMI
2,pool1,SIA SARAH-INGRID AURELIA,V5,D3,UY JANA ANNIKA
2,pool1,ESPIRITU ISABELLE TONIGRACE,D0,V5,TAPALES ENDIRAJ MARGARET
2,pool1,LARRAZABAL ALEXA,V5,D3,VILLAPANDO JHOLAN
2,pool1,TRINIDAD SOLANA MAYUMI,V5,D4,UY JANA ANNIKA
2,pool1,ESPIRITU ISABELLE TONIGRACE,D2,V5,SIA SARAH-INGRID AURELIA
2,pool1,TAPALES ENDIRAJ MARGARET,V5,D4,LARRAZABAL ALEXA
2,pool1,TRINIDAD SOLANA MAYUMI,V5,D2,VILLAPANDO JHOLAN
2,pool1,ESPIRITU ISABELLE TONIGRACE,D3,V5,UY JANA ANNIKA
2,pool1,LARRAZABAL ALEXA,V5,D2,SIA SARAH-INGRID AURELIA
2,pool1,TAPALES ENDIRAJ MARGARET,V5,D2,TRINIDAD SOLANA MAYUMI
2,pool1,VILLAPANDO JHOLAN,V5,D4,UY JANA ANNIKA
2,pool2,SANDOVAL JUSTA ANDREA,V5,D4,MARTINEZ TASHA ISABELLA
2,pool2,SCHOFIELD CYRYLLE ANNE,V5,D3,RAFAEL GAY MARIE
2,pool2,ABELLA HANNIEL,V5,D3,NORO NAMI
2,pool2,MANGULABNAN KIANA DOMINIQUE,D2,V5,SANDOVAL JUSTA ANDREA
2,pool2,SCHOFIELD CYRYLLE ANNE,V5,D4,MARTINEZ TASHA ISABELLA
2,pool2,ABELLA HANNIEL,V5,D2,RAFAEL GAY MARIE
2,pool2,NORO NAMI,V5,D3,MANGULABNAN KIANA DOMINIQUE
2,pool2,SCHOFIELD CYRYLLE ANNE,V5,D4,SANDOVAL JUSTA ANDREA
2,pool2,ABELLA HANNIEL,V5,D3,MARTINEZ TASHA ISABELLA
2,pool2,NORO NAMI,V5,D0,RAFAEL GAY MARIE
2,pool2,SCHOFIELD CYRYLLE ANNE,V5,D0,MANGULABNAN KIANA DOMINIQUE
2,pool2,ABELLA HANNIEL,V5,D3,SANDOVAL JUSTA ANDREA
2,pool2,NORO NAMI,D4,V5,MARTINEZ TASHA ISABELLA
2,pool2,MANGULABNAN KIANA DOMINIQUE,V5,D4,RAFAEL GAY MARIE
2,pool2,ABELLA HANNIEL,V5,D3,SCHOFIELD CYRYLLE ANNE
2,pool2,SANDOVAL JUSTA ANDREA,V5,D4,NORO NAMI
2,pool2,RAFAEL GAY MARIE,D3,V5,MARTINEZ TASHA ISABELLA
2,pool2,MANGULABNAN KIANA DOMINIQUE,D4,V5,ABELLA HANNIEL
2,pool2,NORO NAMI,V5,D4,SCHOFIELD CYRYLLE ANNE
2,pool2,SANDOVAL JUSTA ANDREA,D3,V5,RAFAEL GAY MARIE
2,pool2,MANGULABNAN KIANA DOMINIQUE,D4,V5,MARTINEZ TASHA ISABELLA
2,pool3,CAPUNO DAHLIA MAE,D1,V5,DELA CRUZ CHIARA MICHAELA
2,pool3,DEL ROSARIO SARINA KELLY,D3,V5,JIMENEZ JULIANNA
2,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D1,ONG JICKLE CLAIN
2,pool3,SEVILLA JULIANA SHANE,V5,D4,CAPUNO DAHLIA MAE
2,pool3,JIMENEZ JULIANNA,D2,V5,DELA CRUZ CHIARA MICHAELA
2,pool3,DEL ROSARIO SARINA KELLY,D0,V5,HARRISON ASHLEY MAE MICHELLE
2,pool3,ONG JICKLE CLAIN,D0,V5,SEVILLA JULIANA SHANE
2,pool3,JIMENEZ JULIANNA,D2,V5,CAPUNO DAHLIA MAE
2,pool3,DELA CRUZ CHIARA MICHAELA,D3,V5,HARRISON ASHLEY MAE MICHELLE
2,pool3,ONG JICKLE CLAIN,V5,D3,DEL ROSARIO SARINA KELLY
2,pool3,JIMENEZ JULIANNA,D1,V5,SEVILLA JULIANA SHANE
2,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D2,CAPUNO DAHLIA MAE
2,pool3,DELA CRUZ CHIARA MICHAELA,D4,V5,ONG JICKLE CLAIN
2,pool3,SEVILLA JULIANA SHANE,V5,D4,DEL ROSARIO SARINA KELLY
2,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D2,JIMENEZ JULIANNA
2,pool3,CAPUNO DAHLIA MAE,D3,V5,ONG JICKLE CLAIN
2,pool3,DEL ROSARIO SARINA KELLY,D1,V5,DELA CRUZ CHIARA MICHAELA
2,pool3,SEVILLA JULIANA SHANE,V3,D2,HARRISON ASHLEY MAE MICHELLE
2,pool3,ONG JICKLE CLAIN,V5,D2,JIMENEZ JULIANNA
2,pool3,CAPUNO DAHLIA MAE,V4,D3,DEL ROSARIO SARINA KELLY
2,pool3,DELA CRUZ CHIARA MICHAELA,D2,V5,SEVILLA JULIANA SHANE
2,pool4,GEPUELA CATHERINE THERESE,V5,D3,LOPEZ ALTHEA SOPHIA
2,pool4,FELICIANO SUMMER LUCINE,V5,D3,SALVADOR IVANA
2,pool4,MATIAS ANDREA JENNELLE,V5,D3,BUSTOS MICKYLE REIN
2,pool4,GEPUELA CATHERINE THERESE,D1,V5,SALVADOR IVANA
2,pool4,LOPEZ ALTHEA SOPHIA,D4,V5,MATIAS ANDREA JENNELLE
2,pool4,BUSTOS MICKYLE REIN,V5,D1,FELICIANO SUMMER LUCINE
2,pool4,GEPUELA CATHERINE THERESE,D3,V5,MATIAS ANDREA JENNELLE
2,pool4,BUSTOS MICKYLE REIN,V5,D4,SALVADOR IVANA
2,pool4,FELICIANO SUMMER LUCINE,D2,V4,LOPEZ ALTHEA SOPHIA
2,pool4,BUSTOS MICKYLE REIN,V5,D2,GEPUELA CATHERINE THERESE
2,pool4,MATIAS ANDREA JENNELLE,V5,D3,FELICIANO SUMMER LUCINE
2,pool4,LOPEZ ALTHEA SOPHIA,D1,V5,SALVADOR IVANA
2,pool4,GEPUELA CATHERINE THERESE,V4,D3,FELICIANO SUMMER LUCINE
2,pool4,BUSTOS MICKYLE REIN,V5,D3,LOPEZ ALTHEA SOPHIA
2,pool4,MATIAS ANDREA JENNELLE,V5,D3,SALVADOR IVANA
2,pool5,MANAOIS IRISH,D3,V5,FLORES MARIEL ELIANNE
2,pool5,RAGOT MICHELLE,D2,V5,TORRE PAPINA MARGUERITE
2,pool5,VERGARA CYRRA,D2,V5,GOMEZ JULIANA MA. BEATRICE
2,pool5,TORRE PAPINA MARGUERITE,D2,V5,FLORES MARIEL ELIANNE
2,pool5,MANAOIS IRISH,D2,V5,VERGARA CYRRA
2,pool5,GOMEZ JULIANA MA. BEATRICE,V5,D4,RAGOT MICHELLE
2,pool5,VERGARA CYRRA,V3,D1,FLORES MARIEL ELIANNE
2,pool5,TORRE PAPINA MARGUERITE,D2,V3,GOMEZ JULIANA MA. BEATRICE
2,pool5,RAGOT MICHELLE,D2,V5,MANAOIS IRISH
2,pool5,GOMEZ JULIANA MA. BEATRICE,V2,D1,FLORES MARIEL ELIANNE
2,pool5,VERGARA CYRRA,V5,D0,RAGOT MICHELLE
2,pool5,MANAOIS IRISH,V5,D1,TORRE PAPINA MARGUERITE
2,pool5,RAGOT MICHELLE,D2,V4,FLORES MARIEL ELIANNE
2,pool5,GOMEZ JULIANA MA. BEATRICE,V5,D1,MANAOIS IRISH
2,pool5,TORRE PAPINA MARGUERITE,V5,D3,VERGARA CYRRA
2,pool6,RAGOT MIKAELA NICOLE,D3,V4,CANLAS NINA DOMINIQUE
2,pool6,JUNIA ELEINA MARGUERITE,D3,V5,MENDOZA JENNINA
2,pool6,BARRIENTOS ANDREA,D4,V5,PALO AJ DREYFUS
2,pool6,MENDOZA JENNINA,V5,D1,RAGOT MIKAELA NICOLE
2,pool6,CANLAS NINA DOMINIQUE,V5,D0,BARRIENTOS ANDREA
2,pool6,PALO AJ DREYFUS,D4,V5,JUNIA ELEINA MARGUERITE
2,pool6,RAGOT MIKAELA NICOLE,V5,D1,BARRIENTOS ANDREA
2,pool6,MENDOZA JENNINA,V5,D1,PALO AJ DREYFUS
2,pool6,JUNIA ELEINA MARGUERITE,D2,V5,CANLAS NINA DOMINIQUE
2,pool6,PALO AJ DREYFUS,D2,V5,RAGOT MIKAELA NICOLE
2,pool6,BARRIENTOS ANDREA,D1,V2,JUNIA ELEINA MARGUERITE
2,pool6,CANLAS NINA DOMINIQUE,V5,D3,MENDOZA JENNINA
2,pool6,RAGOT MIKAELA NICOLE,V5,D4,JUNIA ELEINA MARGUERITE
2,pool6,PALO AJ DREYFUS,D3,V5,CANLAS NINA DOMINIQUE
2,pool6,MENDOZA JENNINA,D3,V4,BARRIENTOS ANDREA
2,pool7,DELOS SANTOS JAYMI,V5,D3,BUENO MARIA KRISTINA ANGELA
2,pool7,DINOY IVY CLAIRE,D1,V5,EDNILAG KRUPS KAYA
2,pool7,SYKAT ROBYN NOELLE,V5,D4,RAFAEL RANA IMOGEN
2,pool7,EDNILAG KRUPS KAYA,V5,D2,DELOS SANTOS JAYMI
2,pool7,BUENO MARIA KRISTINA ANGELA,D1,V5,SYKAT ROBYN NOELLE
2,pool7,RAFAEL RANA IMOGEN,D3,V5,DINOY IVY CLAIRE
2,pool7,DELOS SANTOS JAYMI,V5,D0,SYKAT ROBYN NOELLE
2,pool7,EDNILAG KRUPS KAYA,V5,D1,RAFAEL RANA IMOGEN
2,pool7,DINOY IVY CLAIRE,V5,D1,BUENO MARIA KRISTINA ANGELA
2,pool7,RAFAEL RANA IMOGEN,D1,V5,DELOS SANTOS JAYMI
2,pool7,SYKAT ROBYN NOELLE,D4,V5,DINOY IVY CLAIRE
2,pool7,BUENO MARIA KRISTINA ANGELA,V5,D4,EDNILAG KRUPS KAYA
2,pool7,DELOS SANTOS JAYMI,D3,V5,DINOY IVY CLAIRE
2,pool7,RAFAEL RANA IMOGEN,D3,V5,BUENO MARIA KRISTINA ANGELA
2,pool7,EDNILAG KRUPS KAYA,V5,D4,SYKAT ROBYN NOELLE
3,pool1,SALVADOR IVANA,V5,D0,FELICIANO SUMMER LUCINE
3,pool1,LARRAZABAL ALEXA,V5,D0,SIA SARAH-INGRID AURELIA
3,pool1,ESPIRITU ISABELLE TONIGRACE,D3,V5,FLORES MARIEL ELIANNE
3,pool1,SIA SARAH-INGRID AURELIA,D3,V5,SALVADOR IVANA
3,pool1,FELICIANO SUMMER LUCINE,D3,V4,FLORES MARIEL ELIANNE
3,pool1,ESPIRITU ISABELLE TONIGRACE,D0,V5,LARRAZABAL ALEXA
3,pool1,SALVADOR IVANA,V4,D1,FLORES MARIEL ELIANNE
3,pool1,SIA SARAH-INGRID AURELIA,D4,V5,ESPIRITU ISABELLE TONIGRACE
3,pool1,LARRAZABAL ALEXA,V5,D0,FELICIANO SUMMER LUCINE
3,pool1,ESPIRITU ISABELLE TONIGRACE,D2,V5,SALVADOR IVANA
3,pool1,LARRAZABAL ALEXA,V5,D3,FLORES MARIEL ELIANNE
3,pool1,FELICIANO SUMMER LUCINE,V5,D4,SIA SARAH-INGRID AURELIA
3,pool1,SALVADOR IVANA,D4,V5,LARRAZABAL ALEXA
3,pool1,ESPIRITU ISABELLE TONIGRACE,D3,V5,FELICIANO SUMMER LUCINE
3,pool1,SIA SARAH-INGRID AURELIA,V5,D4,FLORES MARIEL ELIANNE
3,pool2,TRINIDAD SOLANA MAYUMI,V5,D4,MANAOIS IRISH
3,pool2,RAFAEL GAY MARIE,D1,V5,ABELLA HANNIEL
3,pool2,TAPALES ENDIRAJ MARGARET,D4,V5,BUENO MARIA KRISTINA ANGELA
3,pool2,ABELLA HANNIEL,V5,D3,TRINIDAD SOLANA MAYUMI
3,pool2,MANAOIS IRISH,V5,D2,TAPALES ENDIRAJ MARGARET
3,pool2,BUENO MARIA KRISTINA ANGELA,V5,D4,RAFAEL GAY MARIE
3,pool2,TRINIDAD SOLANA MAYUMI,V5,D4,TAPALES ENDIRAJ MARGARET
3,pool2,ABELLA HANNIEL,V5,D2,BUENO MARIA KRISTINA ANGELA
3,pool2,RAFAEL GAY MARIE,D4,V5,MANAOIS IRISH
3,pool2,BUENO MARIA KRISTINA ANGELA,D4,V5,TRINIDAD SOLANA MAYUMI
3,pool2,TAPALES ENDIRAJ MARGARET,V5,D2,RAFAEL GAY MARIE
3,pool2,MANAOIS IRISH,D4,V5,ABELLA HANNIEL
3,pool2,TRINIDAD SOLANA MAYUMI,V5,D3,RAFAEL GAY MARIE
3,pool2,BUENO MARIA KRISTINA ANGELA,D4,V5,MANAOIS IRISH
3,pool2,ABELLA HANNIEL,V5,D3,TAPALES ENDIRAJ MARGARET
3,pool3,DEL ROSARIO SARINA KELLY,D3,V5,GEPUELA CATHERINE THERESE
3,pool3,SCHOFIELD CYRYLLE ANNE,V5,D3,JUNIA ELEINA MARGUERITE
3,pool3,ONG JICKLE CLAIN,D2,V5,HARRISON ASHLEY MAE MICHELLE
3,pool3,JUNIA ELEINA MARGUERITE,V5,D4,DEL ROSARIO SARINA KELLY
3,pool3,GEPUELA CATHERINE THERESE,D2,V5,ONG JICKLE CLAIN
3,pool3,HARRISON ASHLEY MAE MICHELLE,D2,V5,SCHOFIELD CYRYLLE ANNE
3,pool3,DEL ROSARIO SARINA KELLY,D3,V5,ONG JICKLE CLAIN
3,pool3,JUNIA ELEINA MARGUERITE,D2,V5,HARRISON ASHLEY MAE MICHELLE
3,pool3,SCHOFIELD CYRYLLE ANNE,V5,D4,GEPUELA CATHERINE THERESE
3,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D1,DEL ROSARIO SARINA KELLY
3,pool3,ONG JICKLE CLAIN,D4,V5,SCHOFIELD CYRYLLE ANNE
3,pool3,GEPUELA CATHERINE THERESE,V5,D4,JUNIA ELEINA MARGUERITE
3,pool3,DEL ROSARIO SARINA KELLY,D2,V5,SCHOFIELD CYRYLLE ANNE
3,pool3,HARRISON ASHLEY MAE MICHELLE,V5,D2,GEPUELA CATHERINE THERESE
3,pool3,JUNIA ELEINA MARGUERITE,D4,V5,ONG JICKLE CLAIN
3,pool4,TORRE PAPINA MARGUERITE,D4,V5,MATIAS ANDREA JENNELLE
3,pool4,BARCELLANO JAMAICA,D4,V5,BARRIENTOS ANDREA
3,pool4,MENDOZA JENNINA,D2,V5,DINOY IVY CLAIRE
3,pool4,BARRIENTOS ANDREA,D4,V5,TORRE PAPINA MARGUERITE
3,pool4,MATIAS ANDREA JENNELLE,D4,V5,MENDOZA JENNINA
3,pool4,DINOY IVY CLAIRE,V5,D1,BARCELLANO JAMAICA
3,pool4,TORRE PAPINA MARGUERITE,D3,V5,MENDOZA JENNINA
3,pool4,BARRIENTOS ANDREA,D1,V5,DINOY IVY CLAIRE
3,pool4,BARCELLANO JAMAICA,D0,V5,MATIAS ANDREA JENNELLE
3,pool4,DINOY IVY CLAIRE,V5,D2,TORRE PAPINA MARGUERITE
3,pool4,MENDOZA JENNINA,V5,D0,BARCELLANO JAMAICA
3,pool4,MATIAS ANDREA JENNELLE,V5,D1,BARRIENTOS ANDREA
3,pool4,TORRE PAPINA MARGUERITE,V5,D0,BARCELLANO JAMAICA
3,pool4,DINOY IVY CLAIRE,V5,D2,MATIAS ANDREA JENNELLE
3,pool4,BARRIENTOS ANDREA,V5,D2,MENDOZA JENNINA
3,pool5,SANDOVAL JUSTA ANDREA,D2,V5,BUSTOS MICKYLE REIN
3,pool5,RAGOT MIKAELA NICOLE,D0,V5,EDNILAG KRUPS KAYA
3,pool5,CANELA BEATRICE ISABELA,D3,V5,SANDOVAL JUSTA ANDREA
3,pool5,BUSTOS MICKYLE REIN,D4,V5,RAGOT MIKAELA NICOLE
3,pool5,CANELA BEATRICE ISABELA,D1,V5,EDNILAG KRUPS KAYA
3,pool5,SANDOVAL JUSTA ANDREA,D4,V5,RAGOT MIKAELA NICOLE
3,pool5,BUSTOS MICKYLE REIN,V5,D1,CANELA BEATRICE ISABELA
3,pool5,EDNILAG KRUPS KAYA,V5,D2,SANDOVAL JUSTA ANDREA
3,pool5,RAGOT MIKAELA NICOLE,V5,D2,CANELA BEATRICE ISABELA
3,pool5,EDNILAG KRUPS KAYA,D4,V5,BUSTOS MICKYLE REIN
3,pool6,DELA CRUZ CHIARA MICHAELA,D1,V5,GOMEZ JULIANA MA. BEATRICE
3,pool6,SYKAT ROBYN NOELLE,D0,V5,CANLAS NINA DOMINIQUE
3,pool6,DELA CRUZ CHIARA MICHAELA,V5,D2,MARZAN SHAMIKA REIZEL
3,pool6,GOMEZ JULIANA MA. BEATRICE,V5,D2,SYKAT ROBYN NOELLE
3,pool6,CANLAS NINA DOMINIQUE,V5,D4,MARZAN SHAMIKA REIZEL
3,pool6,DELA CRUZ CHIARA MICHAELA,D3,V5,SYKAT ROBYN NOELLE
3,pool6,GOMEZ JULIANA MA. BEATRICE,V5,D0,MARZAN SHAMIKA REIZEL
3,pool6,CANLAS NINA DOMINIQUE,V5,D2,DELA CRUZ CHIARA MICHAELA
3,pool6,SYKAT ROBYN NOELLE,V5,D4,MARZAN SHAMIKA REIZEL
3,pool6,CANLAS NINA DOMINIQUE,D1,V5,GOMEZ JULIANA MA. BEATRICE
3,pool7,DELOS SANTOS JAYMI,V5,D2,MARTINEZ TASHA ISABELLA
3,pool7,UY JANA ANNIKA,D3,V5,VERGARA CYRRA
3,pool7,NORO NAMI,D1,V5,DELOS SANTOS JAYMI
3,pool7,MARTINEZ TASHA ISABELLA,V5,D4,UY JANA ANNIKA
3,pool7,NORO NAMI,D1,V5,VERGARA CYRRA
3,pool7,DELOS SANTOS JAYMI,V5,D0,UY JANA ANNIKA
3,pool7,MARTINEZ TASHA ISABELLA,D4,V5,NORO NAMI
3,pool7,VERGARA CYRRA,V5,D3,DELOS SANTOS JAYMI
3,pool7,UY JANA ANNIKA,D3,V5,NORO NAMI
3,pool7,VERGARA CYRRA,V5,D4,MARTINEZ TASHA ISABELLA
4,pool1,BUENO MARIA KRISTINA ANGELA,D4,V5,SIA SARAH-INGRID AURELIA
4,pool1,LARRAZABAL ALEXA,V5,D4,BACCAY MARTINA JENE
4,pool1,NORO NAMI,V5,D3,JIMENEZ JULIANNA
4,pool1,JUNIA ELEINA MARGUERITE,V5,D4,BUENO MARIA KRISTINA ANGELA
4,pool1,BACCAY MARTINA JENE,V5,D2,SIA SARAH-INGRID AURELIA
4,pool1,LARRAZABAL ALEXA,V5,D1,NORO NAMI
4,pool1,JIMENEZ JULIANNA,D4,V5,JUNIA ELEINA MARGUERITE
4,pool1,BACCAY MARTINA JENE,D3,V5,BUENO MARIA KRISTINA ANGELA
4,pool1,SIA SARAH-INGRID AURELIA,D4,V5,NORO NAMI
