Leg,Round,Right Fencer,Left Fencer,Score,Winner
3,Table of 8,BUSTOS MICKYLE REIN,ABELLA HANNIEL,"15 - 11
Ref BAUTISTA JIAN MIGUEL NTP / PHI
12:47 PM",ABELLA HANNIEL
3,Table of 8,GOMEZ JULIANA MA. BEATRICE,VERGARA CYRRA,"15 - 14
Ref ERGINA LEE EIGRAN NTP / PHI
12:50 PM",GOMEZ JULIANA MA. BEATRICE
3,Table of 8,SALVADOR IVANA,DINOY IVY CLAIRE,"15 - 1
Ref VALENA MALCOLM PHI
12:49 PM",DINOY IVY CLAIRE
3,Semi-Finals,LARRAZABAL ALEXA,ABELLA HANNIEL,"15 - 12
Ref JOSE NOELITO JR. NTP / PHI
1:17 PM",ABELLA HANNIEL
3,Semi-Finals,GOMEZ JULIANA MA. BEATRICE,DINOY IVY CLAIRE,"12 - 11
Ref ERGINA LEE EIGRAN NTP / PHI
1:15 PM",DINOY IVY CLAIRE
3,Finals,ABELLA HANNIEL,DINOY IVY CLAIRE,"12 - 6
Ref BAUTISTA JIAN MIGUEL NTP / PHI
Assist OBZUNAR AURELL FLORENCE UE / PHI
1:46 PM Strip F",DINOY IVY CLAIRE
4,Table of 32,DINOY IVY CLAIRE,- BYE -,,DINOY IVY CLAIRE
4,Table of 32,BUENO MARIA KRISTINA ANGELA,BUSTOS MICKYLE REIN,"15 - 6
Ref MARAVILLA REMI RF / PHI",BUSTOS MICKYLE REIN
4,Table of 32,TAPALES ENDIRAJ MARGARET,TORRE PAPINA MARGUERITE,"15 - 12
Ref JOSE NOELITO JR. NTP / PHI",TAPALES ENDIRAJ MARGARET
4,Table of 32,SYKAT ROBYN NOELLE,SANDOVAL JUSTA ANDREA,"15 - 14
Ref GONZALES TIMOTHY DALE NTP / PHI",SYKAT ROBYN NOELLE
4,Table of 32,ABELLA HANNIEL,RAFAEL GAY MARIE,"15 - 4
Ref DAYRO JOHN PAUL UP / PHI",ABELLA HANNIEL
4,Table of 32,JUNIA ELEINA MARGUERITE,SALVADOR IVANA,"15 - 6
Ref DEL ROSARIO CLICHELLEYN PHI",SALVADOR IVANA
4,Table of 32,VILLAPANDO JHOLAN,NORO NAMI,"15 - 14
Ref CURIBA DOLLY MAE PHI",NORO NAMI
4,Table of 32,SIA SARAH-INGRID AURELIA,HARRISON ASHLEY MAE MICHELLE,"15 - 5
Ref ERGINA LEE EIGRAN NTP / PHI",HARRISON ASHLEY MAE MICHELLE
4,Table of 32,MATIAS ANDREA JENNELLE,MANAOIS IRISH,"15 - 11
Ref VALENA MALCOLM PHI",MATIAS ANDREA JENNELLE
4,Table of 32,CAPINA MIYAKE,MENDOZA JENNINA,"15 - 13
Ref CABAERO RAVEN PHI",MENDOZA JENNINA
4,Table of 32,DELOS SANTOS JAYMI,FLORES MARIEL ELIANNE,"15 - 14
Ref MARAVILLA REMI RF / PHI",DELOS SANTOS JAYMI
4,Table of 32,RAGOT MIKAELA NICOLE,CANLAS NINA DOMINIQUE,"15 - 13
Ref JOSE NOELITO JR. NTP / PHI",CANLAS NINA DOMINIQUE
4,Table of 32,GOMEZ JULIANA MA. BEATRICE,DEL ROSARIO SARINA KELLY,"15 - 6
Ref GONZALES TIMOTHY DALE NTP / PHI",GOMEZ JULIANA MA. BEATRICE
4,Table of 32,EDNILAG KRUPSKAYA,RAFAEL RANA IMOGEN,"15 - 13
Ref DAYRO JOHN PAUL UP / PHI",EDNILAG KRUPSKAYA
4,Table of 32,UY JANA ANNIKA,BACCAY MARTINA JENE,"15 - 11
Ref DEL ROSARIO CLICHELLEYN PHI",UY JANA ANNIKA
4,Table of 32,MANGULABNAN KIANA DOMINIQUE,LARRAZABAL ALEXA,"15 - 3
Ref CURIBA DOLLY MAE PHI",LARRAZABAL ALEXA
4,Table of 16,DINOY IVY CLAIRE,BUSTOS MICKYLE REIN,"15 - 9
Ref VALENA MALCOLM PHI
11:47 AM",DINOY IVY CLAIRE
4,Table of 16,TAPALES ENDIRAJ MARGARET,SYKAT ROBYN NOELLE,"15 - 10
Ref CURIBA DOLLY MAE PHI
11:58 AM",SYKAT ROBYN NOELLE
4,Table of 16,ABELLA HANNIEL,SALVADOR IVANA,"15 - 10
Ref JOSE NOELITO JR. NTP / PHI
11:50 AM",ABELLA HANNIEL
4,Table of 16,NORO NAMI,HARRISON ASHLEY MAE MICHELLE,"15 - 7
Ref ERGINA LEE EIGRAN NTP / PHI
11:53 AM",HARRISON ASHLEY MAE MICHELLE
4,Table of 16,MATIAS ANDREA JENNELLE,MENDOZA JENNINA,"15 - 11
Ref MARAVILLA REMI RF / PHI
12:16 PM",MATIAS ANDREA JENNELLE
4,Table of 16,DELOS SANTOS JAYMI,CANLAS NINA DOMINIQUE,"15 - 12
Ref DEL ROSARIO CLICHELLEYN PHI
12:19 PM",DELOS SANTOS JAYMI
4,Table of 16,GOMEZ JULIANA MA. BEATRICE,EDNILAG KRUPSKAYA,"15 - 5
Ref GONZALES TIMOTHY DALE NTP / PHI
12:17 PM",GOMEZ JULIANA MA. BEATRICE
4,Table of 16,UY JANA ANNIKA,LARRAZABAL ALEXA,"15 - 8
Ref DAYRO JOHN PAUL UP / PHI
12:21 PM",LARRAZABAL ALEXA
4,Table of 8,DINOY IVY CLAIRE,SYKAT ROBYN NOELLE,"15 - 8
Ref GONZALES TIMOTHY DALE NTP / PHI
12:50 PM",DINOY IVY CLAIRE
4,Table of 8,ABELLA HANNIEL,HARRISON ASHLEY MAE MICHELLE,"15 - 9
Ref ERGINA LEE EIGRAN NTP / PHI
12:49 PM",ABELLA HANNIEL
4,Table of 8,MATIAS ANDREA JENNELLE,DELOS SANTOS JAYMI,"15 - 10
Ref VALENA MALCOLM PHI
12:47 PM",DELOS SANTOS JAYMI
4,Table of 8,GOMEZ JULIANA MA. BEATRICE,LARRAZABAL ALEXA,"15 - 7
Ref JOSE NOELITO JR. NTP / PHI
12:43 PM",LARRAZABAL ALEXA
4,Semi-Finals,DINOY IVY CLAIRE,ABELLA HANNIEL,"13 - 12
Ref GONZALES TIMOTHY DALE NTP / PHI
Video ERGINA LEE EIGRAN NTP / PHI
1:25 PM",ABELLA HANNIEL
4,Semi-Finals,DELOS SANTOS JAYMI,LARRAZABAL ALEXA,"15 - 10
Ref JOSE NOELITO JR. NTP / PHI
Video VALENA MALCOLM PHI
1:22 PM",LARRAZABAL ALEXA
4,Finals,ABELLA HANNIEL,LARRAZABAL ALEXA,"15 - 10
Ref ERGINA LEE EIGRAN NTP / PHI
Video JOSE NOELITO JR. NTP / PHI
2:02 PM",LARRAZABAL ALEXA
5,Table of 32,ABELLA HANNIEL,- BYE -,,ABELLA HANNIEL
5,Table of 32,FLORES MARIEL ELIANNE FRANCESCA,ONG JICKLE CLAIN,"15 - 9
Ref OBZUNAR AURELL FLORENCE UE / PHI",FLORES MARIEL ELIANNE FRANCESCA
5,Table of 32,DELOS SANTOS JAYMI,SALVADOR IVANA,"14 - 13
Ref BAUTISTA JIAN MIGUEL NTP / PHI",DELOS SANTOS JAYMI
5,Table of 32,UY JANA ANNIKA,MARTINEZ TASHA ISABELLA,"15 - 11
Ref GONZALES TIMOTHY DALE NTP / PHI",UY JANA ANNIKA
5,Table of 32,HARRISON ASHLEY MAE MICHELLE,- BYE -,,HARRISON ASHLEY MAE MICHELLE
5,Table of 32,ASIS JUZ LOVAINE,MATIAS ANDREA JENNELLE,"15 - 11
Ref DAYRO JOHN PAUL UP / PHI",MATIAS ANDREA JENNELLE
5,Table of 32,EDNILAG KRUPSKAYA,RAFAEL RANA IMOGEN,"15 - 10
Ref LIM JAMES LIMUEL UE / PHI",EDNILAG KRUPSKAYA
5,Table of 32,- BYE -,GOMEZ JULIANA MA. BEATRICE,,GOMEZ JULIANA MA. BEATRICE
5,Table of 32,LARRAZABAL ALEXA,- BYE -,,LARRAZABAL ALEXA
5,Table of 32,BACCAY MARTINA JENE,MENDOZA JENNINA,"15 - 2
Ref PEREZ REYNALDO JR UE / PHI",MENDOZA JENNINA
5,Table of 32,TRINIDAD SOLANA MAYUMI,CAPINA MIYAKE,"15 - 8
Ref ERGINA LEE EIGRAN NTP / PHI",TRINIDAD SOLANA MAYUMI
5,Table of 32,- BYE -,SANDOVAL JUSTA ANDREA,,SANDOVAL JUSTA ANDREA
5,Table of 32,BUSTOS MICKYLE REIN,- BYE -,,BUSTOS MICKYLE REIN
5,Table of 32,CARIG SOPHIA,CANLAS NINA DOMINIQUE,"15 - 9
Ref CABAERO RAVEN PHI",CANLAS NINA DOMINIQUE
5,Table of 32,TORRE PAPINA MARGUERITE,SYKAT ROBYN NOELLE,"11 - 10
Ref OBZUNAR AURELL FLORENCE UE / PHI",TORRE PAPINA MARGUERITE
5,Table of 32,- BYE -,DINOY IVY CLAIRE,,DINOY IVY CLAIRE
5,Table of 16,ABELLA HANNIEL,FLORES MARIEL ELIANNE FRANCESCA,"15 - 9
Ref PEREZ REYNALDO JR UE / PHI
11:15 AM",ABELLA HANNIEL
